	postdate	company	title	description
41	21 days ago	K12 Services	Data Science Associate	Over 20 years ago, Stride was founded to provide personalized learning — powered by technology. We reached students where they were in their own journeys. We knocked down their barriers to great education. And we gave every learner equal opportunity to succeed — however they defined success. Stride innovated the learning experience with online and blended learning that prepared them for their lives ahead.No matter their age, wealth, or environment, every learner possesses unique talents and boundless potential. Every learner is ready to be inspired by a great education. While many students thrive in traditional brick-and-mortar schools, others are limited by a system that simply doesn't fit their needs. Stride is establishing the kind of personal learning that everyone can access.Whether providing students with unique opportunities for growth or empowering educators with the tools and knowledge they need to succeed, we know personalized education works. We're steadfast in our dedication to the entire education community. And we're energized to best serve every learner, educator, and enterprise. This philosophy demands a culture driven by an earned trust, constant improvement, and creative innovation. We’re all in.The Data Science Associate assists in the preparation, design and execution of analyses and deployed models improving the academic and business outcomes of K12 schools and services. The position participates as a member of the data science team in identifying and analyzing school data, proprietary data, and third-party data to answer thoughtful and relevant research questions and provide replicable, well-documented analyses with clear confidence intervals and/or automated, deployed models and visualizations.Essential Functions: Reasonable accommodations may be made to enable individuals with disabilities to perform the essential duties.Perform data collection, organization and modeling improving academic and business at K12;Draft reports summarizing analyses conducted and presentations that provide high-level overviews of methodology (design and analysis) and major conclusions, constraints or cautions, specific action recommendations, and mechanism for assessing outcomes of those actions;Prioritize replicable work, posts all code and documentation in shared repositories;Collect data routinely and independently as requested to monitor and report on implementation of specific initiatives;Provide quality assurance of imported data, working with quality assurance analyst, if necessary;Process confidential data and information according to guidelines;Support initiatives for data integrity and normalization;Generate reports from single or multiple systems;Train end users on new reports and dashboardsSupervisory Responsibilities: This position has no formal supervisory responsibilities.Minimum Required Qualifications:Bachelor’s degree in Information Analytics, Computer Science, Statistics or a related field, or equivalent trainingThree (3) years of relevant professional experience, including at least one (1) year of experience performing action and outcome-oriented data analysis OREquivalent combination of education and experienceCertificates and Licenses: None required. Data Science degree or certification preferred.Other Required Qualifications:Demonstrated experience in handling large data sets and relational databasesDemonstrated success in working collaboratively with other professional staffExcellent verbal and written communication skillsExperience coding statistical and/or machine learning models in R or PythonExperience writing queries in SQLAbility to travel up to 10% of the timeAbility to clear required background checkDesired Qualifications:Experience in K12 education as a teacher or researcherCoursework specific to research design, evaluation, and statistical analysisExperience and training in data scienceMaster’s degree in relevant fieldExcel VBAWork Environment: The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.This can be an office-based position in a typical office setting (conversation, phones, light foot traffic, computers, printers, etc.), with the possibility of remote/home-office location. We are seeking applicants from Washington, D.C, and from any state except ColoradoThe above job is not intended to be an all-inclusive list of duties and standards of the position. Incumbents will follow any other instructions, and perform any other related duties, as assigned by their supervisor. All employment is “at-will” as governed by the law of the state where the employee works. It is further understood that the “at-will” nature of employment is one aspect of employment that cannot be changed except in writing and signed by an authorized officer.Stride, Inc. is a Federal Contractor, an Equal Opportunity/Affirmative Action Employer and a Drug-Free Workplace. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, protected Veteran status age,, or genetics, or any other characteristic protected by law.Equal Opportunity Employer/Protected Veterans/Individuals with DisabilitiesThe contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)Job Type: Full-timeSchedule:8 hour shiftWork Location:Fully RemoteWork Remotely:Yes
42	29 days ago	Buoy Health	Lead Data Scientist	"Job to be done
We’re the best way to get better.

About Buoy Health:
Buoy builds a digital health tool that helps people – from the moment they get sick – start their health care on the right foot. Started by a team of doctors and computer scientists working at the Harvard Innovation Laboratory in Boston MA, Buoy was developed in direct response to the downward spiral we’ve all faced when we attempt to self-diagnose our symptoms online. Buoy leverages artificial intelligence – powered by advanced machine learning and proprietary data - to resemble an exchange you would have with your favorite doctor – to provide consumers with a real-time, accurate analysis of their symptoms and help them easily and quickly embark on the right path to getting better. Buoy is based in Boston and was founded in 2014.

About the role:
As a Lead Data Scientist, your core responsibility is to leverage Buoy data to solve problems intelligently and creatively. You will work with Buoy's product and medical teams to improve the accuracy and efficacy of Buoy's clinical and care recommendation AI. You will apply both classical and modern machine learning techniques. You will formulate hypotheses and design experiments to evaluate them. You will develop, specify, and implement validation methods that scale. You will communicate insights about user behavior, agent behavior, data quality, and data completeness to different teams across the company. To be successful, you must have a keen interest in data-driven decision making and helping people make better decisions about their health.

Responsibilities:
- Plan and execute on the delivery of scalable machine learning pipelines to support Buoy’s’ core products
- Ensure models running in production are testable and well-monitored- Mentor analysts, data scientists, and other engineers in subjects pertaining to data science and machine learning
- Work closely with product and clinician teams to plan projects and structure work in an Agile development process
- Identify areas of innovation, formulate research hypotheses, and rapidly prototype new models
- Design, formulate, validate, and clearly document experiments to test models and solutions

About You:
- BS or graduate degree in Computer Science, Statistics, or related
- At least 5-7 years professional experience as a machine learning engineer or data scientist
- Experience in both rapid prototyping and experimentation, as well as in bringing machine learning models into a production environment
- Deep knowledge in one or more of the following areas: reinforcement learning, deep learning / artificial neural networks, recommendation systems, information retrieval, generative adversarial network, or natural language processing
- Experience with one or more programming languages used for machine learning, preferably Python
- Excellent written, spoken, and visual communication skills
- Ability to formulate effective hypothesis and design testing experiments
- Ability to define relevant metrics that can serve as appropriate and accurate measurements and lead to actionable insights

Bonus points if you have:
- Graduate degree in Computer Science, Statistics, or related
- Experience with healthcare data, including claims or electronic medical records
- Experience with PyTorch
- Familiarity with data visualization techniques

Benefits
- Stock Options
- Unlimited PTO
- Medical, Dental, Vision
- 401k with matching
- Dogs in the office!
- Half day Fridays
- Work from wherever
Equal Opportunity Employer Statement:
At Buoy, we are united by our commitment in guiding people to the right care. And we believe it takes a workforce that nurtures difference to get the job done. Buoy champions inclusion. We encourage applicants of all ages, races, ethnicities, colors, national origins, genders, gender identities and gender presentations, sexual orientations, disabilities, veteran status, and other characteristics that make a person unique. We are proud to be an equal opportunity employer, and to be a part of a team that prioritizes diverse points of view.

**This role is located in the United States. Unfortunately, we are unable to support international applicants at this time"
43	12 days ago	True Link Financial Advisors	Data Science and Analytics Lead	"True Link is a fast-growing, mission-driven fintech company that provides quality financial services for people whose needs go unmet by traditional institutions. Backed by $50M from top-tier investors like Khosla, Initialized, and QED, we’re looking for a candidate who’s excited to bring their data science expertise to a company where they can deliver both social and business impact.
We’re hiring an experienced data scientist to build our data science, analytics, and insights function from the ground up. As the data science & analytics lead, you will deliver impact not just with insightful analysis, but by helping accelerate a culture of data-driven decision making at True Link.
Reporting directly to the VP Product, this is a hands-on leadership role. You’ll start as a high-impact, high-visibility individual contributor; the right candidate will have the opportunity (if desired) to help build out a data science organization as True Link scales.
What You'll Do
Lead our end-to-end data science and analytics capabilities, from data telemetry to pipeline & warehousing design to insight generation
Collaborate with our engineering and product teams to design & implement a performant data and analytics stack, including both transactional and event data
Drive advanced analysis to identify key areas for product, marketing, and business investment
Collaborate with our business and product leadership teams to help define critical KPIs and areas of focus
Accelerate a culture of data-driven decision making by empowering the broader True Link team with access to great self-service tools for accessing & analyzing data
Who You Are
This is a senior IC role, although the ideal candidate will also help build out True Link’s future data science team. Strong candidates have 5-7+ years of analytical/data-focused professional experience, with bonus points for related academic experience (e.g. BS in statistics, math, or engineering, and/or MS in statistics, data, or information systems).
We expect this candidate to demonstrate leadership across multiple fronts:
Technical Leadership
The ideal candidate will demonstrate deep technical experience across the data lifecycle, from telemetry to data warehousing to insight generation. These include demonstrated expertise with:
Data collection (telemetry) best practices, including instrumenting for both transactional and event data
Expertise designing performant data architecture, including practiced understanding of best practices for data warehousing & ETL pipelines
Mastery of the tools of the trade, including using tools like SQL and scripting languages (python and/or R)
Insight Generation
In addition to technical data skills, the data lead will demonstrate expertise in helping us understand which questions to ask in the first place.
This includes both the application of common analytical frameworks (like cohort analysis, growth accounting, and funnel optimization) and ad hoc deeper-dive analyses that may require a variety of techniques, including more statistical and machine learning-driven approaches.
Communication & Collaboration
The data lead will also excel at cross-functional collaboration, including direct partnership with business line and functional team leadership. They will also help build a culture of data-driven decision making at True Link, including by broadening self-service access to data across the company.
Why You'll Love Us
We’ve got the energy and passion of a startup combined with the professionalism of a financial services firm and the compassion of a mission-driven organization that truly cares about the people we serve.
Customer obsessed, mission driven, and high growth
Our customers are not only grateful for our services but are the absolute best. We have the privilege of providing financial protection for vulnerable members of society and partnering with expert service providers to do so. Our customers and partners love us, and we love them back. You can sleep soundly every night knowing you are doing a wonderful thing by getting our services into more hands.
We’re just getting started! With fifty million Americans in our addressable market, we are growing quickly into a large financial services company that will be developing new products you will help us shape and take to market.
We’re a fast-growing fintech company with real revenue, backed by $50M in venture capital from some of the best investors around, including Khosla, QED, and Initialized
Culture
We treat one another like we treat our customers: with 100% respect and dignity. Diversity and inclusion are cultural values we take very seriously, and we welcome team members of all backgrounds and identities.
Our offices are dog friendly and filled with snacks, catered lunch, and a group of friendly, caring people. We’re happy to still be enjoying laughs with colleagues and appearances of furry friends over Zoom for now.
With offices across the country, we welcome applicants who want to join our existing and future offices (in SF, Denver, NYC, and Kingston, NY) when it’s safe to work alongside each other again (and remote until then).
Want to work remote longer-term? We also have years of experience collaborating with our many team members who prefer to work from home, and welcome applicants from anywhere in the United States.
Benefits
We offer competitive wages, Health, Dental & Vision coverage, and an awesome vacation package.
If you are a high-performing person who wants to join a diverse, inclusive team and use your skills to make a real impact in people’s lives, we invite you to apply to join our team."
44	30+ days ago	Metis	Data Scientist	"Job Title
Data Scientist
Job Description
We are looking for Data Scientists to be part of the Metis Data Science Instructional Team. We seek individuals who love and are passionate about teaching others to be premier data scientists, excel at analyzing and visualizing data to solve important problems, and are fun to be around and work with. An ideal candidate should be quick to learn and adapt, care about the design of simple, powerful, beautiful interfaces and visuals, love writing code, thrive in creative team efforts, and also have interests and passions beyond data science.
Responsibilities
Metis Data Scientists provide incredible and inspiring Data Science instruction; support the design and teaching of new products and courses and infuse their expertise into our business operations, and continually sharpen their skills through consulting and project explorations.
Co-Teaching the Data Science Bootcamp
Metis Data Scientists co-teach our immersive bootcamps and short immersive courses. On any given day, the amount of lecture time is 1-2 hours, and the remainder of the day is spent directly engaging with and coaching individually the students. The responsibilities include:
Teaching lessons
Leading course discussions
Providing personalized support to students
Improving the quality of our curriculum
Offering career guidance and interview support to our students and alumni
Developing Courses and Supporting Business Operations

Metis Data Scientists spend time focused on internal operations and thought leadership. Some examples of how that time gets used includes:
Creating new courses and/or enhancing existing courses
Optimizing our admissions process
Improving our data engineering and workflow
Speaking at events and conferences
Writing articles and blogs
Assisting with instructor recruitment

Ideal Applicant
Has an exceptional background in at least two of the following three skill domains:
Computer Science
Math/Statistics
Data Science/Machine Learning
At least 1 year of solid data science industry experience
Fluent in Python (NumPy, pandas, sklearn)
Preferably has some teaching experience
Has excellent communication and listening skills
Approaches problems with a design perspective
Is passionate about continuous learning
Does not take themselves too seriously
Perks of the Role
Part of a team that is transforming education
Competitive compensation package
Opportunity to network and develop, both among Metis’ Data Science speaker community, as well as through Kaplan, the global education company and parent company of Metis
Opportunity to work remote
Location
Remote/Nationwide, USA
Additional Locations
Employee Type
Employee
Job Functional Area
Instructors
Equal Opportunity Employer"
45	28 days ago	Ada Inc.	Technical Recruiter, Machine Learning and Product	"We’re Ada. We’re an ambitious global team that enables businesses around the world to provide incredible customer experience. Our AI-powered platform has automated over 1 billion customer interactions for some notable enterprises, including Zoom, Facebook and Shopify. We recently raised Series C funding of $130M by Spark Capital (early investors of Twitter, Slack, Snapchat), and we're officially a Canadian unicorn with a $1.2B valuation!
You can learn more about the founding of our company here. Just as the field of machine learning continues to advance, so do we. And it is the passion of our people and dedication to our craft that continues to drive our dramatic growth.
We are inspired every day by the opportunity to pioneer a new industry, and welcome those who want to join us.
We are searching for a remote Technical Recruiter, ML and Product to join our growing People team and build the recruitment practice from the ground up across various parts of our organization. You will be focused on remote tech hiring in places such as Toronto, New York, Seattle, and DC.
You will have the exciting opportunity to grow our Machine Learning and Product team! From new process initiatives to driving applicants to our opportunities, this role will have a dynamic opportunity to shape our recruitment process in a fast-paced environment.
About You
You think like an owner of every organization you have been a part of
You love building and improve process, and understand how to measure funnels & costs
You enjoy reaching out to others and learning what drives them in their career
You can manage up and down, recognize blockers and communicate between teams
You thrive on setting ambitious goals and hitting them
You are not afraid to own all parts of an operation in a remote setting
Your Background
You have a trajectory of hitting time to hire goals and hiring 10+ people/quarter
You have expertise in filling Design, Product Management, Machine Learning, and other technical roles.
You demonstrate the ability to build teams by adding new soft and hard skills, and helping managers evaluate for same
You have improved a start-up's ability to bring people on at a lower cost and more efficiently by elevating their brand and how they interact with candidates
You are familiar with employer branding and attracting top talent
Outcomes
Hire 10+ people per quarter through outreach and managing the inbound funnel
Coordinate all candidate touch points
Plan out interview training & other projects to drive excellence for our candidate experience and quality of interviews
Increase the number of hires from referrals
About Us
Ada is a rapidly growing digital first company in a thriving AI ecosystem. We optimize our communication, collaboration and generally, the way we work for the digital world instead of in-person. With flexible working hours, together we'll determine a schedule that fits your style and the requirements of your role.

We are backed by world-class investors, including Spark, Accel, FirstMark, Bessemer Venture Partners and Version One. We provide our employees with competitive compensation, great health benefits, and ownership in our company. Our work is rooted in authenticity, courage, empathy, and simplicity. We use these values to create a culture that encourages groundbreaking results, career progression, and community investment.
Ada is an equal opportunity employer. In fact, diversity is what drives our success – it’s at the core of how we hire, communicate, and work. Like our Platform, we are inclusive to all, and combine our diverse backgrounds, skill sets and thinking to build the best experiences for our clients and their customers."
46	Active 7 days ago	TransPerfect Translations Inc.	Data Entry	"We are looking for Data Entry Clerks to join our crew of photo and video collectors worldwide!

IMPORTANT: This is a temporary contract job.

At TransPerfect, we are looking for speakers of various languages to join our worldwide network of workers on a variety of innovative and interesting remote projects and jobs to improve Artificial Intelligence (i.e. as speech or text recognition, input methods, keyboard/swipe technology or other areas of human-machine interaction).
TransPerfect has over 5,000 full-time employees, a network of over 5,000 certified linguists and subject-area specialists, and over 90 offices in cities around the globe, making it the world’s largest privately held language services provider. TransPerfect is certified to ISO 9001:2015 and ISO 17100:2015, ensuring the highest level of quality and service for all projects. Our global group of companies completes over 300,000 projects per year and works with many of the world's most recognizable enterprises.
In this role, you will work as a Transcriber/Labeler, You will perform some or all of the following tasks: transcription, data labeling, and data classification. This job requires a high level of independence, adaptation, and accuracy. Attention to detail is a must to succeed in this role!
Part-time or full-time availability.

Ability to meet daily KPI's.
Excellent time management.
Ability to work independently.
Flexibility and ability to adapt and react to changing priorities quickly and efficiently.
Ability to track, analyze, and report issues.
Ability to understand and implement feedback.
Find comfort in detail-oriented work."
47	30+ days ago	Capgemini	Portfolio Leader Insights & Data (I&D) - Insurance	"Job Description
Role: Portfolio Leader Insights Data - I & D – Insurance
Location: Chicago, IL (Remote till COVID stabilizes)
Employment Terms: Fulltime with benefits
Relocation: Candidate can relocate
Link: https://career5.successfactors.eu/sfcareer/jobreqcareerpvt?jobId=612023&company=C0001123183P&st=2E23B1F5A3B726206025CE8CB54EECFA074F0084
For a portfolio of insurance clients, lead, go to market business development, solution development, talent and team development and delivery for global practice focused on Insights Data across Insurance P&C, Health, Life, Reinsurance and Broking
Key responsibilities
Be a consultative seller of Capgemini s Insights Data services and be an ambassador its brand promise
Get The Future You Want for our clients Partner with our insurance clients to enable accelerated digital transformation and business change leveraging insights and data
Be responsible for bookings revenue and business growth in the portfolio through consultative selling of innovative industry solutions related to data insights and analytics to meet needs of these insurance clients on their journey to being digital insurers
Proactively engage in C level executives at client organizations and take ownership of solving their business problems and leverage cloud data analytics technologies
Organize and lead client strategy workshops large opportunities and participate into client orals
Be directly involved and or billable in these clients’ strategic programs and become an advisor for clients in driving simplification of data environments maximization of usage of unstructured data advanced analytics including artificial intelligence machine learning cloud migration cloud native and DevOps and DataOps transformation
Key Requirements
Insurance and or healthcare domain expertise required
Ability to think big picture and design transformational changes for our clients
Should understand evolving trends in digital cloud data and insights technologies
Able to lead teams remotely and attract and nurture top talent to grow revenue in the accounts
Up to 75% travel may be necessary

About Capgemini
Capgemini is a global leader in consulting, digital transformation, technology and engineering services. The Group is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50-year+ heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. Today, it is a multicultural company of 270,000 team members in almost 50 countries. With Altran, the Group reported 2019 combined revenues of €17billion.
Visit us at www.capgemini.com. People matter, results count.
What we Offer
Your career matters to you and is important to us too. Because your goals and needs are constantly evolving, we offer visibility, leeway and support to help you grow and progress in your career. This approach builds notably on our comprehensive competency framework, our personal development, training and career management programs, and our University innovative and business-focused learning curriculums.
We promote a culture of diversity. We believe working with talented individuals from different backgrounds and points of view is a strategic advantage and an ongoing opportunity. Diversity enriches our creative solutions and adds value for our clients.
With the digital tech sector growing at a rapid pace and women significantly underrepresented in the industry, we are determined to inspire and recruit more women into technology and build diverse teams that reflect the clients we serve.
Our Shared values have been at the heart of the group since our formation. They are honesty, boldness, trust, freedom, team spirit, modesty and fun. These values influence the way we meet client needs while respecting the regulatory requirements of each country in which we operate, and the way we promote ethically sound practices within Capgemini and in our partnerships.
Capgemini is committed to building a workforce of employees with diverse backgrounds and work experiences. We strongly encourage women, veterans and active military service personnel to apply.
Disclaimer
Capgemini is an Equal Opportunity Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, national origin, gender identity/expression, age, religion, disability, sexual orientation, genetics, veteran status, marital status or any other characteristic protected by law.
`This is a general description of the Duties, Responsibilities and Qualifications required for this position. Physical, mental, sensory or environmental demands may be referenced in an attempt to communicate the manner in which this position traditionally is performed. Whenever necessary to provide individuals with disabilities an equal employment opportunity, Capgemini will consider reasonable accommodations that might involve varying job requirements and/or changing the way this job is performed, provided that such accommodations do not pose an undue hardship.
Click the following link for more information on your rights as an Applicant - http://www.capgemini.com/resources/equal-employment-opportunity-is-the-law
Applicants for employment in the US must have valid work authorization that does not now and/or will not in the future require sponsorship of a visa for employment authorization in the US by Capgemini."
48	6 days ago	Gannett	Data Scientist	"Data Scientist
Los Angeles, CA, USA  McLean, VA, USA  New York, NY, USA  Toronto, ON, Canada  Virtual Req #14422
 Wednesday, May 26, 2021
Gannett Co., Inc. (NYSE: GCI) is a subscription-led and digitally focused media and marketing solutions company committed to empowering communities to thrive. With an unmatched reach at the national and local level, Gannett touches the lives of millions with our Pulitzer-Prize winning content, consumer experiences and benefits, and advertiser products and services.


Our current portfolio of media assets includes USA TODAY, local media organizations in 46 states in the U.S., and Newsquest, a wholly owned subsidiary operating in the United Kingdom with more than 120 local news media brands. Gannett also owns the digital marketing services companies ReachLocal, Inc., UpCurve, Inc., and WordStream, Inc., which are marketed under the LOCALiQ brand, and runs the largest media-owned events business in the U.S., USA TODAY NETWORK Ventures.


To connect with us, visit www.gannett.com.
Gannett is seeking a Data Scientist with a strong blend of technical and consultative skills to drive its digital advertising business. You will be part of a team that develops data-driven insights and product features in collaboration with stakeholders across Product and Engineering. This role has the option to work 100% remote or to be based out of our McLean, VA office (upon return to the office).

Responsibilities:Find creative uses for both structured and unstructured data ranging from ad logs to content.Maintain and enhance current models, tools and data sources.Consult with stakeholders to assess needs, scope projects and develop data solutions to address business pain points.Develop and deploy models to deliver increasingly valuable, repeatable and scalable analytic solutions.
The ideal candidate:Has a passion for helping stakeholders find data solutions to business problemsHas an inquisitive mind and sound judgement when it comes to distinguishing signal from noiseIs solution oriented and can communicate with stakeholders in non-technical terms using effective data visualization, making end products engaging and user-friendlyHas demonstrated experience working autonomously to deliver timely resultsIs a team player and able to build collaborative, cross-functional relationshipsHas BA/BS in a quantitative field (computer science, economics, math, statistics, engineering), advanced degrees or BA/BS plus 1-2 years of relevant experience preferred
Technical skills:Proficient in Python or R and associated machine learning packages.Project experience with one or more of the following: regression, classification, NLP, time series, deep learning, experiment design.Solid knowledge of SQL.Familiarity with Git and experience in deploying projects to AWS or Google Cloud a plus.Experience or interest in digital advertising a plus.
Gannett Co., Inc. is a proud equal opportunity employer. We are a drug free, EEO employer committed to a diverse workforce. We will consider all qualified candidates regardless of race, color, national origin, sex, age, marital status, personal appearance, sexual orientation, gender identity, family responsibilities, disability, education, political affiliation, or veteran status.
Other details
Job Family Data Strategy Job Function Technology Pay Type Salary"
49	30+ days ago	LockerDome, Inc.	Junior Data Scientist, ML R&D	"LockerDome is an ad platform with a brain, designed specifically for performance-based advertising. The brain behind the platform is Neo, an in-house AI, which uses machine learning to process billions of data points and make intelligent decisions at lightning speed. Learn more at lockerdome.com.
As a Junior Data Scientist on the ML R&D team, you will help design data models that enable decision making at scale.
Your skills should include:
Degree in a scientific or quantitative field, or proven proficiency in these areasStrong understanding of statistics and how it can be used with the scientific method and Bayesian statisticsStrong technical ability in a data-focused programming language, such as R or PythonAbility to solve unique or complex problems and explain your findings in a concise, actionable mannerAbility to form useful machine learning models that have a measurable impact towards a target goalAbility to learn new skills and information sets quicklyExperience with vector calculus is a plus
Responsibilities:
- Explore large data sets and identify trends on both short- and long-time scales; identify what types of models best apply towards a particular objective
Implement predictive models that improve prediction accuracyImplement models that automate decision making at scale that optimize for target KPIBuild data science models that tie directly into other existing models
Work from anywhere:
We know world-class talent lives all over the country, so we’re proud to offer employees the flexibility to work remotely from anywhere in the U.S. Whether it’s your living room, an Airbnb, or one of LockerDome’s hubs in St. Louis or Austin, every employee can choose a work environment that best suits their lifestyle or mood.
FNDsnb2Bay"
50	13 days ago	PrimeNeuro	Data Scientist	Clinical Data Scientist Job SummaryDo you know someone with autism spectrum disorder? Do you want to use your skills and passion to improve the quality of life for families living with autism? This is an opportunity to apply your data science skills to build products that change how we think about autism through novel clinical biomarkers for autism spectrum disorder.This Clinical Data Scientist role will be a critical part of the Research and Development team and is responsible for developing algorithms for classification and clustering in clinical data, including: feature engineering, outlier detection and imputing data, classifier development and feature extraction from image data, and clustering of subjects based on features and supporting clinical data. Our data poses the challenge of small data problems; we have a high number of features per observation, and a small number of observations. This is not financial data with millions of records, but rather 100’s or 1000’s of observations with 10’s of thousands of features.This is a unique opportunity to join a well-funded, small startup company that is rapidly growing. You will have the opportunity to help build and grow PrimeNeuro while growing your skill set through support of senior staff. We are an open company that supports and welcomes all forms of diversity, including neurodiversity.Responsibilities Design, develop, and test algorithms for data cleaning, clustering, and classification.Clean, manage, and provide analytics on clinical data.Research and development of new methods for analyzing clinical data.Qualifications Ph.D. or Master’s in data science, bioinformatics, or a closely related field or B.S. with 3-5 years of post-degree work experience1-3 years of experience in applied machine learning working with clinical dataSkills / CompetenciesSoftware Skills - proficiency with Python machine learning, deep learning, and statistical toolboxesML Techniques - Cross-validation techniques, feature engineering and reduction techniques, classification and regression techniques, parameter optimization, and feature selection and dimension reductionExperience with training and optimizing neural networksExperience with multivariate statistical methods such as multivariate regression, factor analysis, and canonical correlation analysisExperience in regulated software development (e.g., medical device or other healthcare field)Experience with machine learning model building and support tools, like DataBricks, TensorFlow, and Amazon SageMakerAdditional InformationThis role may be remote.Company ProfileAutism spectrum disorders affect 1 in 54 children in the US, and the rate is increasing 10% annually, impacting millions of families. Autism looks quite different in every family, making it difficult to identify the right resources for each family and contributing to a lifetime of isolation, uncertainty, and stress.Every child with autism is unique. Any solution that attempts to predict or diagnose autism must consider the wide range of variability in how the disorder presents. PrimeNeuro is building a solution to help doctors, parents, and educators understand how a child’s unique, developing brain may be growing and if that might include autism. Our goal is to predict this development in children as young as 6 months old. This is over a year before most children begin to show any symptoms of autism, and 1 to 4 years before a diagnosis is typically made.PrimeNeuro Clinical Data Scientist – v1.0http://www.primeneuro.com2 Davis DriveDurham, NC 27709@primeneuroJob Type: Full-timePay: $95,000.00 - $105,000.00 per yearBenefits:Dental insuranceFlexible scheduleHealth insuranceVision insuranceSchedule:Monday to FridayCOVID-19 considerations:All employees are working remotely to ensure employee safety during COVID. We intend to offer a remote working option after all restrictions have been lifted.Work Location:One locationWork Remotely:Yes
51	Active 5 days ago	Abl Schools	Abl Schools | Data Scientist	OverviewAbl believes every student deserves the opportunity to make informed and meaningful choices about their life and future. Unfortunately, many students aren’t given the same opportunities due to systemic inequities. Abl offers advanced, data-driven software and services to help K12 schools and districts identify and remove those inequities. We are currently doing this work with some of the largest districts in the country, such as Los Angeles Unified, New York Dept of Ed, Portland Public Schools, Denver Public Schools, and the state of Washington.The Abl team is made up of veteran school leaders, district-level decision-makers, and teachers working together with veteran software engineers, designers, and data scientists.The Role:We are looking for an experienced data scientist who will be a key innovator in leveraging data to provide robust recommendations and product features that positively impact students and teachers. Your contributions will have a meaningful impact on the lives of students across the country.You will frame and develop impactful and statistically sound insights, metrics, reports, and recommendations to improve student outcomes and equity.You’ll take analyses and models from prototype to production using standard tools like SQL, Python/pandas, R/tidyverse, dbt, and Mode Analytics. These will power data visualizations in internal and customer-facing dashboards, real-time analysis and recommendations in our scheduling SaaS product, and presentations to stakeholders.Your work will be supported by a data science platform that enables direct contribution to analytics and production data pipelines in SQL and Python.You will report to the Head of Data Science and collaborate with our product and engineering teams as well as in-house experts in education.Qualifications:You’re impact-focused and autonomous: You excel at framing the larger question and identifying areas where data science can provide added value.You can span the data science stack: You’ve done extensive analysis and modeling in a data-centric environment using Python/pandas or R/tidyverse, SQL, and ETL pipelines, and you have experience taking these to production with the help of data platform tools.You’re a steward of rigorous and responsible statistics: You have deep statistical intuition and experience developing high-impact models that impact individuals. You’re comfortable interpreting and applying academic research.You value strong communication: You enjoy and excel at communicating complex findings in a simple, approachable way for technical and non-technical audiences alike. You effectively communicate your opinions to peers with expertise, humility, and kindness.You have a growth mindset: You welcome feedback and new ideas and cultivate a collaborative environment.Company CultureAbl employees share a passion for revolutionizing education through school design, whether or not they have prior experience working in the field. We value diversity of background and thought. We strive to create a safe and supportive environment where trust, communication, creativity, and humility are valued as highly as technical skills. We believe shared ownership builds a more resilient company, and we tackle hard problems, together. If that sounds like your dream work environment, we look forward to hearing from you.A Note to CandidatesStudies have shown that women, people of color, and folks from other groups underrepresented in technology are less likely to apply for jobs unless they believe they check all the boxes in a job description. We are most interested in finding the best candidate for the job, and that candidate may be one who comes from a less traditional background. If you think you’re a good fit, we encourage you to apply, even if you don't meet every one of our qualifications.Job Type: Full-timePay: $120,000.00 - $160,000.00 per yearEducation:Bachelor's (Preferred)Work Location:Fully Remote
52	6 days ago	Soar	Data Scientist	"What we're looking for
We are looking for Data Scientists to join the Soar team! As a member of our Data/Analytics team, you will create data-based approaches to solving difficult business and product problems, as well as generate business and product insights.
What you'll do
Collaborate with Product Management, Engineering and the Executive Team to apply your expertise in analysis to create and scale insights
Create visuals and documents to effectively report your insights
Communicate your findings and help making date-informed decisions
Qualifications
Strong statistical knowledge
Experience with analytical packages
Strong augmented reality knowledge
Experience with project management tools such as Confluence, Jira, GitHub, Miro and Slack
Experience with agile methodologies"
53	Active 3 days ago	Geospark Analytics	Data Scientist	"We are looking for a data scientist to build innovative analytics for our intelligence platform. We are a small team where you will have autonomy to create, train, test, develop, and deploy new models on a regular basis. We are looking for individuals capable of working independently while also contributing to team goals.
The following experience will contribute to you being an effective part of the team:
natural language processing / computational linguistics
mathematical modeling
statistics and forecasting
geospatial analysis
machine learning, neural networks / deep learning
model selection, training, testing, deployment
software development (python)
Remote OK. US Citizenship required to work with some government customers."
